"Street","Suburb","State","Postcode","Charger Plug Type","Total Chargers","Charge Speed (kW)","Installation Date","Network Name","Charger Manufacturer","Plugshare Score","Latest Comments","URL","Name"
"139 Montacute Rd","Campbelltown","SA","5074","CHADEMO, COMBO_TYPE2","1","25","2021-06-18T19:20:26Z","JOLT","","10"," (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Leaving in 5mins (Rating: 1), 🙂 (Rating: 1), Trouble starting it today despite restarting phone. (Rating: 1), This charger seems consistent at 23kw/h. The most reliable charger near me  (Rating: 1), Failed 4 times to connect started then dropped out. (Rating: -1), Convenient location (Rating: 1), Just down the road from work... A bit of a favorite  (Rating: 1), Steady at 21 to 23kw so about 18mins for the 7kw (Rating: 1),  (Rating: 1), Good regular spot (Rating: 1), Topping up. (Rating: 1),  (Rating: 1), Top up (Rating: 1), Starts for 10 seconds then stops 
 (Rating: -1),  (Rating: 1), I'm on 8% need some juice (Rating: 1), Works fine  (Rating: 1), Quick top up (Rating: 1), Quick top up (Rating: 1), Topping up to 100%. Will try and do this every fortnight (Rating: 1), First time here, getting free 7kWh plus a bit. (Rating: 1), Stopped charging seconds after starting multiple times (Rating: -1), No problems. Thanks JOLT!  (Rating: 1),  (Rating: 1), Works fine but a bit slow (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Charging, thanks JOLT!  (Rating: 1), Works a treat (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Tried three times  (Rating: -1),  (Rating: 1), Nearly need to park backwards for cable to reach but works well! (Rating: 1),  (Rating: 1),  (Rating: 1), Jolt rectified problem since last week. 
Shell Service Station across the road with 
public toilet in Dog Park next to it on southern side. (Rating: 1)","https://www.plugshare.com/location/324045","Montacute Road Carpark"
"null Hambledon Rd","Newton","SA","5074","CHADEMO, COMBO_TYPE2","1","25","2021-06-18T19:11:47Z","JOLT","","10","Charged at 21kW while shopping across the road. (Rating: 1),  (Rating: 1), 🙂 (Rating: 1),  (Rating: 1),  (Rating: 1), Top up (Rating: 1), Around 8kw charge rate while enjoying delicious lunch at Settebellos. (Rating: 1),  (Rating: 1), Works fine.  Next to the Cafe Settebello. Ca n enjoy a cup of coffee while the car is charging. (Rating: 1),  (Rating: 1), Free 7 (Rating: 1), Good spot across from Newton shopping centre and Rebel Sports. Perfect positioning for the Atto 3 charge port. (Rating: 1),  (Rating: 1),  (Rating: 1), Top up (Rating: 1), Staying until approx 1130. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), 11kw (Rating: 1),  (Rating: 1),  (Rating: 1), 15mins (Rating: 0), Air con on, it's hot outside (Rating: 1),  (Rating: 1), 24kw just a quick test (Rating: 0), No problems, easy enough with the app. (Rating: 1), A petrol car was parked in the car space.  The charging cable was still long enough to reach our car  (Rating: 1), Tesla model 3 (Rating: 1),  (Rating: 1),  (Rating: 1), Worked well no issues. Walking distance to Newton shops.  (Rating: 1), Only took 2 tries to connect. An improvement. I updated my Jolt app so perhaps that helped.  (Rating: 1),  (Rating: 1), Thank you for the top up Jolt  while enjoying a chai from settebello (Rating: 1), This system is so frustrating. Every time i use it it takes forever to connect to car. Today i was down to 4% and it just wouldn’t connect despite multiple attempts. If it wasnt free it just wouldn’t be worth the hassle. Hopefully they are using this free charging to beta test the system but unless they improve dramatically I cant see myself paying for this.  (Rating: -1), Handy quick free topup charge (Rating: 1), Dropped out after a few minutes ☹️
Tried multiple times (Rating: -1), Charger started then stopped after1 minute, couldn’t reset or get it to charge  (Rating: -1),  (Rating: 1),  (Rating: 1), I got connected initially for 10 minutes but then got disconnected and now it wont reconnect.  (Rating: -1), Took a few goes to get it to start. App is a little slow to respond. Otherwise an excellent service.  (Rating: 1),  (Rating: 1), Working all good  (Rating: 1),  (Rating: 1),  (Rating: 1), First fast charge. 👍 (Rating: 1)","https://www.plugshare.com/location/324043","Newton Road & Hambledon Road Parking Lot"
"2 Reeces Ln","Adelaide","SA","5000","CHADEMO, COMBO_TYPE2","1","","2023-07-13T05:02:11Z","","","","","https://www.plugshare.com/location/540633","Lexus Of Adelaide"
"36 Manuel St","Hendon","SA","5014","COMBO_TYPE2, CHADEMO","2","","2023-06-18T11:28:23Z, 2023-06-18T11:29:49Z","","","","","https://www.plugshare.com/location/533615","Foodland Hendon (Coming Soon)"
"64 Beulah Rd","Norwood","SA","5067","TESLA_S","1","","2021-04-28T22:02:25Z","","","","","https://www.plugshare.com/location/316539","Cardiovascular Centre"
"232 North East Road","Klemzig","SA","5087","CHADEMO, COMBO_TYPE2","1","25","2021-06-18T17:45:48Z","JOLT","","10"," (Rating: 1),  (Rating: 1),  (Rating: 1), Just top-up feee 7kw 😁. Thanks to JOLT. (Rating: 1),  (Rating: 1), Close to shops, oval and the OG Pub. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Just using up the free 7kw per day (Rating: 1),  (Rating: 1),  (Rating: 1), Great fast charger. Sometimes non EV cars park here (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Took a moment to initiate but chugging along well at 23kW. Plug looks a bit dirty. (Rating: 1),  (Rating: 1), Leaving around 7:15 am  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Seemed a little slow to start charging. Great spot. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Charger appeared to start to charge but car had error about equipment. 
 (Rating: -1), A bit slow - 10kW (Rating: 1),  (Rating: 1), Will be 36min (Rating: 0), Should finish approx 8.40 am. (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/324026","Klemzig Community Hall"
"314 A10","Klemzig","SA","5087","CHADEMO, COMBO_TYPE2","1","25","2021-08-18T18:00:26Z","JOLT","","10"," (Rating: 1),  (Rating: 1), Top up (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Charging until 1300 (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Charging first time my BYD Atto3 . 
Great to see Jolt offering first 7kw free each day. 
Thanks to EV world !  (Rating: 1), First time charging my BYD Atto3 . 
Not sure what is going on dowloaded Jolt app but no charging status at all. Tried many times but still not indicating how much it is charging or time left. 
I think very time wasting process specially in busy schedule.Did I choose wrong car ? Can’t be this process straight forward ? 
Seems faulty connection or charging station.  (Rating: -1),  (Rating: 1), Top up (Rating: 1), Very small slot. Tesla needs to riverspark.  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Leaving about 4:30pm (Rating: 1), Leaving about 6:15pm (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Byd  (Rating: 1), Byd  (Rating: 1),  (Rating: 1), Topping up (Rating: 1), Leaving about 4:55 pm (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1),  (Rating: 1), Trying the charger (Rating: 1),  (Rating: 1)","https://www.plugshare.com/location/333960","North East Rd & Fosters Rd Parking Lot"
"1 Flinders Dr","Bedford Park","SA","5042","TYPE_2, CHADEMO, AS3112, TYPE_2, CHADEMO","5","","2017-12-14T06:05:50Z, 2018-08-31T19:21:09Z, 2023-02-26T06:36:32Z, 2023-02-28T00:07:33Z, 2023-02-28T00:07:33Z","","","9.6","Charging will finish @1300. Happy to unplug after  (Rating: 0), Single charger station. Might finish work earlier than 1230. Happy to be unplugged when finished.  (Rating: 1), Charging until 0500 (Rating: 1), Charging to finish by 5.30pm (Rating: 1), Charging will finish @1200 (Rating: 0), Waiting in ED (Rating: 1),  (Rating: 1), Still in ED and still charging. probably another hr
 (Rating: 1), On the single park charger. 
Finished charging and have moved car out.
Noticed on walking by, the other charger has finished charging too if they want to swap.  (Rating: 1), Will move by 1115hrs (Rating: 1), Charging now  (Rating: 0),  (Rating: 1), Here til 1pm (Rating: 1), Second station can unplug once finished 😊 (Rating: 0), Feel free to unplug after 3am (Rating: 0), Charging now in first bay,  be here about 6 hours I think.  (Rating: 1), Here for 2-3 hrs  (Rating: 1), Both chargers showed charging completed. Keen for a charge today if anyone willing to move their car. Thank you.  (Rating: 0), Charging will finish @ 1200. Happy to unplug  (Rating: 0),  (Rating: -1), Charging will finish by 1pm. Happy to unplug once completed. Let me know if want the car moved.  (Rating: 1), Feel free to unplug after 1pm (Rating: 0), Charging until 0030 (Rating: 1), Charging will finish @ 1200. Happy to unplug  (Rating: 0), Charge finish and leave by 1730 (Rating: 1), Charging Will finish @ 1300. (Rating: 1), Happy to be unplugged when I'm full,  will be about 12.30 (Rating: 1), 5.30pm finish and leave  (Rating: 1), Charging will be finished around 12:00pm and I'll be leaving at 1pm if anyone need to take the spot. (Rating: 1),  (Rating: 1), The broken charger briefly worked after the power outage. Then went to error state again. (Rating: 0), Longer charge today, finished about 1500. (Rating: 1), Feel free to disconnect after 11am (Rating: 1),  (Rating: 1), Will be done charging at noon, feel free to unplug after.  (Rating: 1), Will be here till 5.45pm (Rating: 1), Will be done around 0200, can unplug me from the charger after that. (Rating: 1),  (Rating: 1), Charging will finish @ 1200. Happy to
Unplug 😊 (Rating: 1), Starting charge. Likely finish 5pm (Rating: 1), Will finish by 1pm , happy to unplug (Rating: 1),  (Rating: 1), Using second bay. Happy to share plug - once I'm full you can disconnect and cap my cable 😀 (Rating: 1), Now charging in the second bay of second charger. First bay was completed before unhooking cable :)  (Rating: 1), Please feel free to remove my charger. I will come in 30 minutes to remove my car from the bay. (Rating: 1), Will be done by 12:30pm roughly  (Rating: 1), Will
Finish  @ 1300 (Rating: 1),  (Rating: 1),  (Rating: 1), Will aim to check out around 12:30 (Rating: 1)","https://www.plugshare.com/location/138031","Flinders Medical Centre - Southern Staff Only Car Park"
"45 Albert St","Gumeracha","SA","5233","J1772","1","7","2017-01-29T08:12:10Z","ChargeStar","","3.4","First time user of NextCharge app and couldn't work out how to use it to activate the charging station. Not sure if it was me or the station. Eitherway, s outcome! (Rating: -1), All good  (Rating: 1), Sadly this charger usually has a plug in hybrid plugged in. It's usually a waste of time (Rating: -1), Charger is around the back of the building.  (Rating: 1), Phev still plugged in (Rating: -1), New cable installed. Plenty of length to clear the outlander now (Rating: 1), Successful 7kWh charge via NEXTCHARGE app. Needed to configure account and add $20 AUD credit via Apple Pay first. PHEV Outlander politely not in spot today. 300m walk to local shops (Rating: 1), Completely useless. A PHEV is nearly always parked here, mostly not plugged in, making it impossible for anyone else to use. Cable is not long enough to reach the next park.  (Rating: -1)","https://www.plugshare.com/location/108583","Torrens Valley Community Centre"
"26 Kenton Valley Rd","Gumeracha","SA","5233","TESLA_S, TESLA_S, TYPE_2, TYPE_2","4","11, 11","2018-03-30T18:09:24Z, 2018-03-30T18:10:21Z, 2022-10-01T03:18:22Z, 2022-10-01T04:12:08Z","Tesla Destination","Tesla, Tesla","8.4"," (Rating: 1), Took a few attempts to get it working but may have been my fault as this was my first ever charge.   Seemed to work after increasing the Amps setting in the car from 15.   Applewood Distillery definitely worth checking out. (Rating: 1), Some of the best gins I have tasted, super friendly staff and great charging.  (Rating: 1),  (Rating: 1), Tesla charger only, I’m a very new BYD owner (less than a week), but I don’t understand how in your checkin’s a non Tesla car charged successfully only yesterday.  (Rating: -1), One of the two chargers is out of order but the one remaining is charging fine! 
 (Rating: 1), Charged from 85 to 100% in an hour on the complimentary Tesla destination charger while indulging in a delicious gin and wine flight with some lunch. Can't recommend highly enough. (Rating: 0), Charging a hertz rental polestar 2. (Rating: 1), This is a type 2 charger - not sure if this is changed, but I successfully charged my MG Zs Ev. Great pitstop option (Rating: 1),  (Rating: 1), Charging using a J1772 to CCS adapter.  (Rating: 1),  (Rating: 1),  (Rating: 1), Charging didn't work (Rating: -1), They had to turn them off and on again, working good now (Rating: 1), Charging did not work (Rating: -1), Charged while we enjoyed a gin and tonic. The attendant at the distillery had to turn on the Tesla charger.  (Rating: 1), Staff couldn’t make it work :-( (Rating: -1), Plugged in but no charge (Rating: -1), Awesome venue. Chargers are three phase 😀 (Rating: 1),  (Rating: 1),  (Rating: 1), Ask staff to energise circuit before connecting Tesla plug (Rating: 1), If charger is not responding ask the friendly staff to enable at the switchboard (Rating: 1), Brilliant. Love this place. Tesla unit works perfectly on the Ioniq  (Rating: 1), Called in for a top-up and tasting. Had to clean cobwebs off plug, but worked fine. (Rating: 1)","https://www.plugshare.com/location/146040","Applewood Distillery"
